Date,Open,High,Low,Close,Volume,Adj Close
9/4/2012,57.509998,68.080002,57.02,66.330002,18090300,32.239151
8/1/2012,54.450001,58.84,53.5,57.689999,12120400,28.039749
7/2/2012,51.189999,56.040001,49.599998,54.330002,11055000,26.406651
6/1/2012,49.400002,51.360001,48.240002,51.279999,10075800,24.924223
5/1/2012,51.950001,53.060001,48.93,49.950001,13153800,24.277788
4/2/2012,48.709999,54.75,45.330002,52.02,18464500,25.283894
3/1/2012,45.900002,48.98,44.799999,48.860001,13043500,23.748001
2/1/2012,49.049999,56.5,43.810001,45.540001,29785200,22.134344
1/3/2012,41.459999,48.990002,41.349998,48.860001,18845700,23.748001
12/1/2011,39.669998,41.060001,36.98,40.93,16961800,19.89369
11/1/2011,40.990002,41.5,34.450001,39.849998,22844500,19.368765
10/3/2011,38.799999,42.98,36.720001,41.66,13557400,20.248501
9/1/2011,39.84,41.279999,37.220001,38.799999,15771000,18.858421
8/1/2011,42.59,42.950001,35.279999,39.880001,21973400,19.383347
7/1/2011,41.439999,43.490002,40.32,42.360001,14296100,20.58873
6/1/2011,41.57,41.84,39.25,41.41,13346600,20.126989
5/2/2011,39.07,41.919998,39,41.740002,17897900,20.287384
4/1/2011,42.150002,42.93,38.790001,38.84,20653900,18.877863
3/1/2011,39.110001,42.900002,38.450001,42.470001,18653900,20.642195
2/1/2011,38.740002,39.790001,37.830002,38.98,15855300,18.945908
1/3/2011,36.639999,39.860001,36.43,38.380001,19599600,18.654284
12/1/2010,37.130001,37.900002,35.84,36.240002,17085900,17.614155
11/1/2010,39.91,40.73,36.240002,36.5,19747900,17.740524
10/1/2010,35.790001,39.98,35.259998,39.669998,18006000,19.281277
9/1/2010,32.09,36.759998,32.049999,35.610001,18501300,17.307949
8/2/2010,33.830002,36.130001,31.76,31.83,26818100,15.47071
7/1/2010,34.240002,35.490002,31.73,33.32,32030400,16.194912
6/1/2010,35.82,36.82,32.84,34.279999,24365600,16.661512
5/3/2010,39.669998,40.369999,34.779999,35.919998,36002000,17.45862
4/1/2010,45.52,46.619999,39.549999,39.709999,32616800,19.300718
3/1/2010,47.990002,48.650002,44.98,45.470001,18388800,22.100321
2/1/2010,48.240002,49.5,45.450001,47.610001,24119500,23.14045
1/4/2010,43.389999,48.5,42.700001,48.27,23875700,23.461237
12/1/2009,45.790001,47.18,42.610001,43.27,15318800,21.031029
11/2/2009,42.959999,47.529999,42.400002,46.110001,13837400,22.411386
10/1/2009,46.34,47.009998,42.310001,42.549999,18961300,20.681078
9/1/2009,44.880001,47.830002,44.68,46.5,13764600,22.600943
8/3/2009,49.16,49.560001,43.810001,45.060001,14655300,21.901043
7/1/2009,46.849998,50,44.139999,48.93,15706800,23.782024
6/1/2009,43.150002,47.98,42.279999,46.84,16554000,22.766197
5/1/2009,45.950001,45.950001,41.310001,43.099998,17140400,20.9484
4/1/2009,45.099998,48.450001,43.490002,45.799999,20601200,22.260714
3/2/2009,44.029999,46.900002,40.619999,46.32,22606400,22.513454
2/2/2009,50.549999,53.279999,44.779999,44.799999,19749200,21.774672
1/2/2009,50.900002,52.349998,46.900002,50.77,17308700,24.676342
12/1/2008,43.720001,52.259998,42.450001,51.139999,17224600,24.856176
11/3/2008,45.75,48.84,39.369999,44.790001,21444300,21.769812
10/1/2008,45.75,47.759998,35.599998,45.849998,28089100,22.285015
9/2/2008,51.5,52.459999,39.799999,45.630001,25134700,22.178087
8/1/2008,54.540001,57.630001,52.34,52.68,13795700,25.604681
7/1/2008,52.799999,55.919998,49.189999,53.98,23448200,26.236536
6/2/2008,54.75,56.950001,52.369999,52.950001,14261500,25.735912
5/1/2008,51.849998,55.57,51.650002,55.32,11699100,26.887831
4/1/2008,51.860001,53.200001,49.580002,51.759998,15311700,25.157522
3/3/2008,47.799999,51.650002,45.889999,51.529999,20207600,25.045732
2/1/2008,45.959999,48.25,42.369999,47.32,20600100,22.999496
1/2/2008,45.959999,49.049999,42.16,45.689999,23781800,22.207249
12/3/2007,46.48,47.900002,45,46.009998,11972200,22.362782
11/1/2007,46,47.650002,41.77,46.540001,16018500,22.620384
10/1/2007,41.240002,46.68,40.799999,46.189999,15928800,22.45027
9/4/2007,36.490002,41.369999,36.150002,40.869999,14576200,19.864527
8/1/2007,37.009998,38.950001,35.220001,36.369999,14554200,17.67734
7/2/2007,38.990002,40.650002,36.619999,37.23,18857700,18.095335
6/1/2007,82.769997,84.010002,38.380001,38.799999,16668900,18.858421
5/1/2007,81.989998,84.470001,80.650002,82.769997,14877100,20.114838
4/2/2007,76.910004,84.269997,75.739998,81.720001,19433300,19.859667
3/1/2007,70.25,77.080002,68.290001,76.5,18493100,18.591099
2/1/2007,69.849998,74.970001,69.510002,71.559998,22869100,17.390574
1/3/2007,65.279999,66.980003,61.919998,64.32,18167000,15.631104
12/1/2006,66.279999,68.230003,63.110001,64.93,15133700,15.779346
11/1/2006,69.099998,70,64.800003,65.959999,12951900,16.029657
10/2/2006,64.93,69.849998,61.52,68.900002,19594000,16.744141
9/1/2006,63.639999,69.269997,60.939999,68.769997,15469000,16.712545
8/1/2006,61.450001,64.989998,60.349998,63.400002,12216100,15.407525
7/3/2006,59.139999,62.959999,58.02,61.52,18207000,14.950645
6/1/2006,58.130001,59.68,54.529999,59.16,17712600,14.377116
5/1/2006,57.84,58.740002,52.549999,57.330002,24038000,13.932388
4/3/2006,62.75,66.199997,55.900002,57.5,25308500,13.973701
3/1/2006,62.349998,64.660004,58.400002,62.220001,12338200,15.12076
2/1/2006,60.84,63.970001,57.380001,62.27,17149000,15.132911
1/3/2006,53,61.290001,52.48,60.869999,19805500,14.792682
12/1/2005,51.139999,55.75,50.130001,52.57,14094700,12.775608
11/1/2005,47.25,56.509998,46.540001,50.689999,21568100,12.318728
10/3/2005,48.919998,49.450001,44.73,47.25,18784800,11.482738
9/1/2005,43.060001,49.189999,42.330002,48.759998,12489800,11.849698
8/1/2005,45.59,46.360001,40.259998,43,13624100,10.449899
7/1/2005,44.209999,47.990002,42.119999,44.810001,17768000,10.889767
6/1/2005,40.990002,46.16,40.860001,43.990002,16855000,10.69049
5/2/2005,37.259998,41.330002,37.099998,40.799999,13561200,9.915253
4/1/2005,35.959999,40.09,34.75,37.110001,18960600,9.018505
3/1/2005,34.700001,36.380001,33.880001,35.799999,14496900,8.700148
2/1/2005,33.02,35.650002,30.389999,34.549999,20449300,8.396372
1/3/2005,35.540001,35.540001,31.360001,33.099998,18707500,8.043991
12/1/2004,34.43,37.290001,33.509998,34.990002,14105200,8.503302
11/1/2004,35.110001,38.02,33.5,34.459999,13945200,8.374499
10/1/2004,37.700001,39.099998,32.07,34.630001,20634000,8.415813
9/1/2004,69.309998,71.849998,33.880001,37.380001,16666800,9.084121
8/2/2004,64.209999,70.760002,61.5,69.129997,28734100,8.400017
7/1/2004,66.949997,68.330002,55.57,64.639999,34166200,7.854435
6/1/2004,65.129997,67.800003,61.080002,67,37648700,8.1412
5/3/2004,61,66.910004,54.150002,65.330002,25863300,7.938278
4/1/2004,55.560001,63.849998,55.299999,60.939999,22676800,7.404846
3/1/2004,54.549999,57.790001,51.5,55.450001,22635700,6.737754
2/2/2004,55.150002,59.700001,53.259998,54.27,25713900,6.594372
1/2/2004,58.389999,66.5,53.099998,54.810001,46282100,6.659988
12/1/2003,58.689999,61.360001,55.200001,58.279999,23259300,7.081629
11/3/2003,54.720001,59.419998,51.66,58.68,29063800,7.130233
10/1/2003,55.779999,61.650002,50.27,54.549999,42449000,6.628395
9/2/2003,66.699997,69.730003,53.369999,56.040001,38330500,6.809445
8/1/2003,68.25,69.190002,60.349998,66.68,25074200,8.102317
7/1/2003,54.82,70.610001,53.580002,68.230003,34360500,8.290658
6/2/2003,53.220001,57.369999,49.150002,55.549999,36220000,6.749905
5/1/2003,46.150002,52.759998,44.810001,52.259998,29655500,6.350136
4/1/2003,42,47.599998,40.580002,46.139999,30272200,5.606492
3/3/2003,34.200001,43.200001,33.209999,41.990002,35857100,5.102224
2/3/2003,35.09,35.290001,31.24,34,28514000,4.131355
1/2/2003,34,38.380001,33.970001,34.900002,25042800,4.240715
12/2/2002,39.189999,39.900002,33.689999,34,32495400,4.131355
11/1/2002,35.900002,40,34.75,39.419998,25182700,4.789942
10/1/2002,33.18,36.5,30.610001,34.740002,28604200,4.221273
9/3/2002,31.379999,34.959999,29.780001,33.529999,31510500,4.074245
8/1/2002,30.440001,37.25,28.15,32.080002,38494200,3.898055
7/1/2002,32.799999,34.650002,26.08,30.469999,44898100,3.702423
6/3/2002,35.849998,36.59,29.309999,32.880001,32308200,3.995264
5/1/2002,32.560001,38.189999,29.65,35.66,32664200,4.333063
4/1/2002,35.75,37.07,28.049999,31.120001,26491500,3.781405
3/1/2002,70.049919,75.800003,35.07,35.990002,27542900,4.373161
2/1/2002,66.019997,71.639999,61.770081,70.459999,41361800,4.280813
1/2/2002,65.030083,71.150078,57.90992,65.419998,49747300,3.974607
12/3/2001,69.950081,71.049919,61.619999,65.720001,25537500,3.992833
11/1/2001,62.90992,73.670082,61.919998,72.209923,30695100,4.38713
10/1/2001,55.720001,70.189919,54.549919,62.900002,55704400,3.821504
9/4/2001,60.240002,62.900002,45.900002,56.170078,48044300,3.412626
8/1/2001,51.200001,63.490082,45.700001,60.710079,24503300,3.688454
7/2/2001,58.5,60,49.299999,51.289921,25884800,3.116131
6/1/2001,52.24992,61.959999,47.24992,58.189919,31401600,3.535342
5/1/2001,49.07008,60,45.82,51.75008,34429000,3.144088
4/2/2001,32.5312,49.869919,28.812481,48.98,27553500,2.975791
3/1/2001,36.937439,37.375038,26.87504,32.5,26027900,1.974545
2/1/2001,67.937599,74,30.62496,37.375038,35919100,2.270729
1/2/2001,83.50016,83.50016,49.75008,67.687363,44321000,2.05618
12/1/2000,81.249924,97.375038,69,82.937599,30723500,2.519446
11/6/2000,87.562561,94.687363,60.937599,81.437439,33111100,2.473875
