Date,Open,High,Low,Close,Volume,Adj Close
11/1/2016,33.68,34.279999,32.560001,34.099998,9958000,34.099998
10/3/2016,32.02,34.029999,30.959999,33.57,11155700,33.57
9/1/2016,32.139999,32.439999,30.620001,32.060001,12357800,31.869112
8/1/2016,28.84,32.310001,27.790001,32.060001,11924800,31.869112
7/1/2016,25.77,29.370001,24.57,28.73,15443200,28.558937
6/1/2016,27.110001,27.57,23.110001,25.98,17243300,25.648607
5/2/2016,27.1,28.290001,25.85,27.370001,13546300,27.020878
4/1/2016,24.889999,27.879999,23.51,27.059999,16854200,26.71483
3/1/2016,25.09,26.610001,24.120001,25.01,16821100,24.556547
2/1/2016,25.780001,25.93,21.16,24.700001,19628900,24.252167
1/4/2016,30.700001,31.700001,24.67,25.879999,20881900,25.410772
12/1/2015,34.599998,35.580002,31.190001,31.809999,11801700,31.049459
11/2/2015,33.099998,35.740002,33.02,34.299999,10846100,33.479927
10/1/2015,31.42,34.080002,30.15,32.970001,15805700,32.181725
9/1/2015,33.419998,35.049999,30.469999,31.5,13275700,30.603773
8/3/2015,38.959999,39.349998,30.4,34.450001,13072900,33.469841
7/1/2015,39.459999,41.040001,37.650002,38.84,9381000,37.73494
6/1/2015,38.419998,40.259998,38.16,38.790001,8613200,37.542336
5/1/2015,37.5,38.849998,36.759998,38.200001,8707900,36.971313
4/1/2015,35.720001,37.700001,35.360001,37.310001,9652700,36.10994
3/2/2015,35.639999,37.220001,34.779999,35.689999,10647600,34.402199
2/2/2015,33.959999,37.200001,33.720001,35.790001,10075200,34.498592
1/2/2015,39.049999,39.150002,33.73,33.810001,13898000,32.590038
12/1/2014,35.02,39.189999,34.560001,38.799999,9438300,37.292076
11/3/2014,35.049999,36.130001,34.43,35.18,7598000,33.812763
10/1/2014,34.369999,35.400002,31.35,34.950001,12136800,33.591702
9/2/2014,34.419998,36.439999,33.82,34.57,10931500,33.129768
8/1/2014,32.18,34.57,31.120001,34.310001,7323200,32.880604
7/1/2014,32.41,33.599998,31.200001,32.34,9434700,30.992676
6/2/2014,30.860001,32.82,30.4,32.330002,9332400,30.889404
5/1/2014,30.91,31.440001,29.02,30.860001,10948200,29.484903
4/1/2014,31.370001,31.59,28.309999,30.93,13812900,29.551785
3/3/2014,30.24,33.25,29.93,31.17,12724400,29.683704
2/3/2014,29.51,30.940001,28.780001,30.799999,14372600,29.331347
1/2/2014,31.33,33.52,29.280001,29.51,15121400,28.102859
12/2/2013,31.52,31.85,30.040001,31.360001,10850000,29.815084
11/1/2013,28.889999,31.799999,28.690001,31.299999,11455000,29.758039
10/1/2013,26.950001,29.969999,26.41,28.73,14077300,27.314648
9/3/2013,26.219999,29.5,25.950001,26.950001,15086100,25.578115
8/1/2013,27.57,28.02,25.25,25.76,10697300,24.448692
7/1/2013,24.639999,27.98,23.83,27.209999,17365400,25.824879
6/3/2013,26.059999,27.17,23.92,24.43,22737000,23.144543
5/1/2013,22.110001,26.42,21.540001,25.9,17943200,24.537195
4/1/2013,21.99,22.629999,20.16,22.15,21984000,20.984512
3/1/2013,22.389999,23.66,21.780001,21.98,19627300,20.774872
2/1/2013,23.040001,24.469999,21.780001,22.549999,20691500,21.31362
1/2/2013,20.16,23.030001,19.32,22.85,27299500,21.549913
12/3/2012,17.01,19.450001,16.35,19.120001,18254600,18.032139
11/1/2012,17.41,18.24,15.95,16.870001,19061700,15.910155
10/1/2012,16.940001,18.57,16.73,17.379999,22269700,16.391136
9/4/2012,15.29,18.5,15.13,16.74,27805900,15.741226
8/1/2012,13.73,15.34,12.98,15,18015200,14.105042
7/2/2012,14.61,15.21,12.29,13.66,25337200,12.844991
6/1/2012,12.97,14.61,12.26,14.59,30231300,13.666737
5/1/2012,17.23,17.68,12.81,13.36,33136800,12.514571
4/2/2012,19.639999,20.049999,16.629999,17.280001,27883800,16.186512
3/1/2012,18.74,21.190001,17.24,19.639999,28120000,18.3435
2/1/2012,19.190001,20.700001,18.200001,18.540001,24805400,17.316116
1/3/2012,15.76,18.879999,15.43,18.65,27325400,17.418854
12/1/2011,14.56,17.5,14.03,15.13,31562900,14.0924
11/1/2011,16.139999,17.75,12.86,14.79,36095400,13.775716
10/3/2011,13.54,19.67,11.58,17.639999,43963400,16.430265
9/1/2011,17.5,17.549999,12.49,13.51,32013300,12.545687
8/1/2011,22.75,22.860001,15.21,17.5,31549000,16.250889
7/1/2011,23.08,24.459999,20.18,22.25,22749200,20.661844
6/1/2011,24.02,24.049999,21.76,23.01,18011700,21.322174
5/2/2011,26.280001,26.49,23.33,24.16,12374000,22.387819
4/1/2011,27.4,28.24,25.32,26.15,13076100,24.231848
3/1/2011,29.690001,29.780001,26.700001,27.32,11773600,25.267059
2/1/2011,29.540001,31.040001,28.870001,29.68,11469300,27.44972
1/3/2011,27.629999,30.25,27.48,29.4,17912200,27.19076
12/1/2010,24.82,27.77,24.73,27.209999,11602100,25.12195
11/1/2010,24.950001,27.360001,24.370001,24.459999,15846500,22.582981
10/1/2010,24.93,26.23,23.950001,24.870001,16956500,22.961519
9/1/2010,25.049999,27.799999,24.18,24.68,15249400,22.739002
8/2/2010,27.43,28.049999,24.24,24.690001,10992700,22.748217
7/1/2010,23.209999,27.889999,22.4,26.99,17764900,24.867329
6/1/2010,26.790001,27.389999,23.139999,23.209999,17647100,21.345009
5/3/2010,30.25,30.6,24.76,27.110001,24785400,24.931635
4/1/2010,29.459999,32.290001,28.67,30.219999,24266600,27.791737
3/1/2010,28.299999,30.790001,28.110001,29.290001,17382300,26.891468
2/1/2010,26.950001,28.43,26.15,28.18,18977500,25.872364
1/4/2010,30.700001,33.27,26.65,26.780001,25095900,24.587009
12/1/2009,31.77,31.969999,28.809999,29.6,12579200,27.126364
11/2/2009,32.130001,34.549999,29.99,31.58,14635300,28.940897
10/1/2009,30.67,35.779999,28.75,32.119999,21598400,29.435768
9/1/2009,28.83,33.330002,27.01,30.879999,22547000,28.257912
8/3/2009,28.93,32,28.1,28.959999,18412500,26.500942
7/1/2009,28.58,29.33,24.85,28.5,24586100,26.080004
6/1/2009,30.67,31.99,26.129999,28.51,29021900,26.041597
5/1/2009,23.74,30.35,23.690001,30.32,42561600,27.694887
4/1/2009,22.190001,27.35,20.690001,23.639999,52266900,21.593243
3/2/2009,18.860001,27.27,16.120001,22.77,60171000,20.733023
2/2/2009,19.6,24.440001,18.110001,19.540001,45847200,17.791975
1/2/2009,16.01,23.42,13.1,20.23,39574100,18.420248
12/1/2008,13.93,17.93,10.85,16.040001,28968000,14.405821
11/3/2008,17.879999,19.26,8.8,14.75,38279000,13.247247
10/1/2008,22.719999,26.73,6.71,17.469999,71253200,15.690128
9/2/2008,41.959999,44.5,11.7,23,66278600,20.402515
8/1/2008,39.669998,46.580002,36.200001,40.830002,17297800,36.218903
7/1/2008,35.5,40.349998,29.6,39.48,25278100,35.021362
6/2/2008,44.200001,44.810001,35.720001,36.07,23280500,31.759718
5/1/2008,48.860001,51.419998,41.119999,44.23,11801400,38.944614
4/1/2008,48.029999,51.549999,42.490002,48.599998,14124800,42.792408
