,ind,company,pct,Mean Return,Ret_bracket,Variance,Vol_bracket,Volatility,portfolio,key,is_optimal
39469,13156,AMD,0.01,0.01989681129,0.02,0.00869293843247,0.093,0.0932359288712,AAPL_AMD_GE,"AAPL, AMD, GE 13156",1.0
39470,13156,GE,0.28,0.01989681129,0.02,0.00869293843247,0.093,0.0932359288712,AAPL_AMD_GE,"AAPL, AMD, GE 13156",1.0
39537,13179,AAPL,0.72,0.0201597523092,0.02,0.00884347349544,0.094,0.0940397442332,AAPL_AMD_GE,"AAPL, AMD, GE 13179",1.0
39538,13179,AMD,0.01,0.0201597523092,0.02,0.00884347349544,0.094,0.0940397442332,AAPL_AMD_GE,"AAPL, AMD, GE 13179",1.0
39539,13179,GE,0.27,0.0201597523092,0.02,0.00884347349544,0.094,0.0940397442332,AAPL_AMD_GE,"AAPL, AMD, GE 13179",1.0
39609,13203,AAPL,0.73,0.0205670990826,0.021,0.00911982752798,0.095,0.095497788079,AAPL_AMD_GE,"AAPL, AMD, GE 13203",1.0
39610,13203,AMD,0.02,0.0205670990826,0.021,0.00911982752798,0.095,0.095497788079,AAPL_AMD_GE,"AAPL, AMD, GE 13203",1.0
39611,13203,GE,0.25,0.0205670990826,0.021,0.00911982752798,0.095,0.095497788079,AAPL_AMD_GE,"AAPL, AMD, GE 13203",1.0
39681,13227,AAPL,0.74,0.0208300401018,0.021,0.00927794515674,0.096,0.0963220906996,AAPL_AMD_GE,"AAPL, AMD, GE 13227",1.0
39682,13227,AMD,0.02,0.0208300401018,0.021,0.00927794515674,0.096,0.0963220906996,AAPL_AMD_GE,"AAPL, AMD, GE 13227",1.0
