Date,Open,High,Low,Close,Adj Close,Volume
2000-01-01,48.562500,49.000000,38.562500,42.875000,17.868610,182223700
2000-02-01,43.000000,43.187500,34.812500,37.750000,15.818597,178455900
2000-03-01,40.062500,46.812500,39.750000,42.125000,17.651880,171545100
2000-04-01,42.500000,49.000000,40.437500,43.812500,18.359007,131165700
2000-05-01,44.125000,46.937500,40.812500,43.687500,18.407591,106498200
2000-06-01,44.125000,50.312500,43.234299,44.000000,18.539253,125756800
2000-07-01,44.125000,46.812500,42.187500,42.562500,17.933567,88630400
2000-08-01,42.625000,44.750000,38.437500,41.765598,17.696045,128492800
2000-09-01,42.812500,50.187500,41.750000,49.875000,21.131987,116833000
2000-10-01,49.937500,59.000000,48.500000,57.687500,24.442152,174553600
2000-11-01,57.375000,58.875000,53.500000,54.937500,23.391785,132799300
2000-12-01,54.687500,55.000000,42.625000,47.750000,20.331429,156475800
2001-01-01,47.562500,53.062500,45.250000,48.349998,20.586901,132327900
2001-02-01,48.799999,51.240002,46.000000,47.700001,20.413427,107433000
2001-03-01,48.250000,48.250000,39.500000,44.630001,19.099611,173434500
2001-04-01,44.630001,45.049999,38.380001,41.250000,17.653120,145914300
2001-05-01,41.849998,45.680000,40.860001,43.049999,18.530178,124200000
2001-06-01,42.700001,42.750000,38.200001,40.060001,17.243195,129489000
2001-07-01,40.060001,45.250000,39.740002,45.029999,19.382448,135401300
2001-08-01,45.290001,45.500000,40.599998,40.910000,17.718882,107079000
2001-09-01,40.919998,47.500000,40.709999,47.119999,20.408554,151359900
2001-10-01,46.650002,47.250000,37.750000,38.110001,16.506161,184394900
2001-11-01,38.110001,40.099998,36.500000,37.380001,16.281143,136770100
2001-12-01,37.599998,40.290001,37.200001,39.169998,17.060785,141082800
2002-01-01,39.250000,40.990002,35.119999,37.450001,16.311625,144649000
2002-02-01,37.549999,38.680000,34.290001,37.840000,16.587898,135052000
2002-03-01,38.349998,39.560001,37.250000,37.439999,16.412548,115109100
2002-04-01,37.689999,38.400002,30.139999,31.059999,13.615756,196395900
2002-05-01,31.000000,36.360001,30.170000,34.290001,15.141171,150057200
2002-06-01,34.540001,34.669998,27.850000,30.500000,13.467647,172640700
2002-07-01,30.549999,31.959999,22.200001,27.660000,12.213614,236513200
2002-08-01,27.450001,29.990000,23.990000,24.740000,11.018093,173413100
2002-09-01,24.250000,26.190001,19.570000,20.100000,8.951650,169664200
2002-10-01,20.049999,27.150000,19.799999,25.660000,11.427820,228495600
2002-11-01,25.670000,28.900000,23.950001,28.500000,12.857712,162896800
2002-12-01,28.750000,29.100000,24.850000,27.110001,12.230616,141878300
2003-01-01,27.900000,31.650000,23.400000,24.440001,11.026052,194081600
2003-02-01,25.049999,26.299999,20.120001,20.799999,9.468301,226491800
2003-03-01,21.200001,23.080000,18.850000,20.059999,9.131447,199859900
2003-04-01,20.500000,23.700001,19.650000,23.360001,10.633629,230524800
2003-05-01,23.360001,25.930000,22.590000,25.459999,11.768428,183861200
2003-06-01,25.799999,27.350000,25.190001,25.549999,11.810023,182106600
2003-07-01,25.549999,26.879999,22.469999,23.360001,10.797737,200751300
2003-08-01,23.600000,24.309999,22.290001,22.459999,10.534849,160325000
2003-09-01,22.440001,24.059999,21.650000,22.250000,10.436355,212661100
2003-10-01,22.370001,24.000000,21.160000,23.980000,11.247811,296000200
2003-11-01,23.980000,24.250000,22.830000,23.280001,11.105124,177983000
2003-12-01,23.299999,26.150000,22.950001,26.070000,12.436025,200707900
2004-01-01,26.070000,27.730000,25.090000,25.500000,12.164124,230381100
2004-02-01,25.600000,26.760000,23.200001,24.010000,11.587084,238682000
2004-03-01,24.180000,25.750000,23.660000,24.540001,11.842861,218585300
2004-04-01,24.719999,25.680000,23.969999,24.900000,12.016594,194629800
2004-05-01,25.250000,25.590000,23.500000,23.700001,11.580520,153431500
2004-06-01,23.730000,25.170000,23.549999,24.250000,11.849268,164496500
2004-07-01,24.400000,25.790001,22.980000,25.340000,12.381876,174622300
2004-08-01,25.379999,26.010000,24.770000,25.790001,12.767366,141458800
2004-09-01,25.870001,26.879999,25.570000,25.950001,12.846581,147801800
2004-10-01,26.250000,27.290001,24.549999,25.260000,12.504990,166480200
2004-11-01,25.350000,26.700001,25.059999,25.170000,12.605491,173450300
2004-12-01,25.400000,26.559999,24.950001,25.770000,12.905980,177412500
2005-01-01,25.980000,25.980000,23.299999,23.760000,11.899346,262757300
2005-02-01,24.000000,24.799999,23.760000,24.059999,12.204546,215743000
2005-03-01,24.209999,24.620001,22.990000,23.690001,12.016862,175532500
