Date,Open,High,Low,Close,Adj Close,Volume
2000-01-01,29.000000,33.437500,27.625000,28.718750,17.862675,224495200
2000-02-01,28.718750,29.187500,23.781250,24.312500,15.122046,189933800
2000-03-01,24.593750,25.906250,21.437500,23.468750,14.597249,303736800
2000-04-01,23.625000,26.187500,22.375000,23.625000,14.749540,240129800
2000-05-01,23.500000,27.500000,22.968750,26.687500,16.661518,229033600
2000-06-01,26.687500,30.437500,25.531250,28.718750,17.929661,219206600
2000-07-01,28.906250,31.500000,27.625000,30.656250,19.201319,160374400
2000-08-01,30.656250,32.000000,25.750000,26.320299,16.485518,170688800
2000-09-01,26.687500,28.531250,24.593750,27.562500,17.263556,197233600
2000-10-01,27.625000,30.468750,26.875000,30.187500,18.967987,180461800
2000-11-01,30.187500,31.531250,27.625000,31.312500,19.674871,188714400
2000-12-01,31.187500,31.687500,26.750000,30.468750,19.198708,193205000
2001-01-01,30.468750,31.093750,27.593750,29.000000,18.273233,174487800
2001-02-01,28.750000,30.495001,25.705000,26.514999,16.707403,178171600
2001-03-01,26.514999,26.950001,21.879999,22.580000,14.227915,260465800
2001-04-01,22.580000,24.225000,21.184999,23.094999,14.604894,186970000
2001-05-01,23.094999,24.674999,22.299999,23.700001,14.987485,166729400
2001-06-01,23.700001,23.950001,21.295000,22.500000,14.228625,187487200
2001-07-01,22.500000,23.600000,21.825001,22.299999,14.157655,146439600
2001-08-01,22.350000,24.924999,21.750000,24.334999,15.449627,203277800
2001-09-01,24.459999,25.350000,22.625000,23.424999,14.871889,215306200
2001-10-01,23.250000,24.745001,22.004999,23.940001,15.309187,233443200
2001-11-01,23.700001,25.225000,23.230000,23.480000,15.015028,141977600
2001-12-01,23.174999,24.400000,22.725000,23.575001,15.132536,176861600
2002-01-01,23.400000,23.825001,21.750000,21.875000,14.041325,249580000
2002-02-01,21.875000,24.000000,21.850000,23.695000,15.209560,183248000
2002-03-01,23.480000,26.340000,23.174999,26.129999,16.772558,210607600
2002-04-01,26.000000,28.020000,25.750000,27.754999,17.890032,194723800
