Date,Open,High,Low,Close,Adj Close,Volume
2000-01-01,39.937500,43.625000,34.687500,37.375000,23.943787,109356500
2000-02-01,37.437500,37.625000,30.625000,31.750000,20.340204,116297800
2000-03-01,31.875000,38.250000,29.812500,37.375000,23.943787,107742400
2000-04-01,37.812500,39.437500,31.937500,38.062500,24.384211,88858600
2000-05-01,38.000000,39.937500,35.000000,35.812500,22.942787,79034300
2000-06-01,35.562500,36.312500,31.000000,32.937500,21.100954,114547600
2000-07-01,33.187500,33.750000,30.062500,31.687500,20.300161,86101500
2000-08-01,31.875000,34.250000,29.625000,29.890600,19.149002,84650800
2000-09-01,29.687500,30.375000,26.375000,30.187500,19.339205,125297300
2000-10-01,30.437500,31.500000,27.562500,31.000000,19.859724,84067000
2000-11-01,30.750000,34.437500,30.625000,31.875000,20.420279,74139700
2000-12-01,32.125000,34.500000,28.750000,34.000000,21.924202,102846600
2001-01-01,33.812500,35.062500,28.000000,29.350000,18.925747,120591700
2001-02-01,29.500000,31.000000,28.950001,29.400000,18.957987,93721300
2001-03-01,29.040001,29.480000,24.750000,26.549999,17.120228,121917800
2001-04-01,26.299999,27.950001,25.389999,27.500000,17.732815,79874200
2001-05-01,27.250000,30.959999,26.250000,30.280001,19.525444,109702100
2001-06-01,30.280001,30.450001,27.000000,27.059999,17.449087,102637300
2001-07-01,27.200001,29.500000,26.049999,29.139999,18.790333,84387800
2001-08-01,29.290001,31.000000,27.690001,30.030001,19.364225,86142900
2001-09-01,30.230000,30.870001,26.000000,27.139999,17.500669,98907700
2001-10-01,27.480000,30.100000,25.000000,26.070000,16.810703,117467300
2001-11-01,26.100000,28.500000,25.820000,26.840000,17.307219,94387700
2001-12-01,27.020000,27.719999,25.150000,26.469999,17.213367,96335000
2002-01-01,26.469999,27.480000,25.379999,27.180000,17.675079,95464400
2002-02-01,26.879999,27.450001,26.020000,26.100000,16.972761,74377200
2002-03-01,26.350000,29.059999,26.070000,27.750000,18.045744,93600400
2002-04-01,27.549999,29.200001,27.000000,28.400000,18.468439,114502600
2002-05-01,28.400000,30.719999,28.059999,29.940001,19.469900,113627600
2002-06-01,30.000000,30.440001,27.870001,28.450001,18.500957,96118300
2002-07-01,28.459999,28.620001,21.750000,24.750000,16.094856,140932600
2002-08-01,24.650000,25.340000,21.990000,23.760000,15.451062,110828000
2002-09-01,23.570000,23.590000,17.420000,17.660000,11.484246,208693700
2002-10-01,17.840000,19.950001,15.750000,18.110001,11.776883,147656300
